stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
P-70,,Av. Alonso De Ercilla esq. Las Crisalidas,,-36.625544,-72.081146,,,,,
P-77,,Av. Alonso De Ercilla esq. Los Nisperos,,-36.625228,-72.086139,,,,,
P-275,,Av. Mariscal Ruíz esq- Av. Los Corregidores,,-36.612279,-72.126744,,,,,
P-255,,Av. Los Corregidores esq. Dos Poniente,,-36.613367,-72.125469,,,,,
P-493,,Crucero esq. Cristóbal Colón,,-36.618088,-72.092592,,,,,
P-850,,Ruta N66 esq. Villa Iraira,,-36.613074,-72.180938,,,,,
P-778,,Panamericana Sur esq. Manuel Castillo V.,,-36.518062,-72.055364,,,,,
P-166,,Av. Cabildo esq. Cardenal José María Caro,,-36.61348,-72.120656,,,,,
P-552,,Flores Millán esq. Huinganal,,-36.583439,-72.081213,,,,,
P-333,,Barros Arana esq. Rio Viejo,,-36.626832,-72.09967,,,,,
P-295,,Av. Nuevo Oriente esq. Cerro Santa Lucía,,-36.616242,-72.076115,,,,,
P-26,,Alcalde Flores Millan esq. Manuel Rodriguez,,-36.594621,-72.091053,,,,,
P-40,,Ángel Parra esq. Marchant,,-36.620752,-72.130393,,,,,
P-801,,Punta Gruesa esq. Av. La Concepción,,-36.605243,-72.085394,,,,,
P-838,,Ruta N66 esq. Cementerio Huape,,-36.610307,-72.229637,,,,,
P-704,,Los Mapuches esq. Los Alacalufes,,-36.627415,-72.083182,,,,,
P-390,,Camino a San Bernardo esq. Cerro El León,,-36.608229,-72.069072,,,,,
P-355,,Calle Las Canoas esq. Pasaje Los Pidenes,,-36.628678,-72.118237,,,,,
P-830,,Rosauro Acuña esq. Pedro Aguirre Cerda,,-36.620211,-72.107824,,,,,
P-521,,El Tejar esq. Av. O'Higgins,,-36.618134,-72.119012,,,,,
P-695,,Los Espinos esq. Los Alerces,,-36.62771,-72.103302,,,,,
P-612,,Isabel Riquelme esq. Contitucion,,-36.607935,-72.099709,,,,,
P-161,,Av. Brasil esq. Gamero,,-36.600077,-72.10996,,,,,
P-364,,Camino A Las Mariposas esq. Km 2,,-36.631251,-72.038387,,,,,
P-879,,Simón Bolívar esq. Matta Hurtado,,-36.609464,-72.136805,,,,,
P-756,,Mario Vergara esq. Los Huilliches,,-36.612334,-72.088018,,,,,
P-764,,Nueva Sur esq. Barros Arana,,-36.630002,-72.100756,,,,,
P-144,,Av. Bernardo O Higgins esq. Mariano Egama,,-36.622672,-72.129089,,,,,
P-776,,Panamericana Sur esq. Calle 3,,-36.539674,-72.085657,,,,,
P-130,,Av. Baquedano esq. Gabriela Mistral,,-36.640236,-72.134687,,,,,
P-834,,Ruta 5 Sur esq. Tenencia Carreteras,,-36.541739,-72.088092,,,,,
P-604,,Isabel Riquelme esq. Arturo Prat,,-36.612498,-72.101418,,,,,
P-636,,Las Margaritas esq. Barros Arana,,-36.631195,-72.100302,,,,,
P-675,,Longitudinal Sur esq. Terminal De Buses Maria Teresa,,-36.59701,-72.105774,,,,,
P-303,,Av. Reino de Chile esq. Pasaje El Comendador,,-36.630538,-72.111987,,,,,
P-20,,5 de abril esq. Constitución,,-36.608536,-72.101446,,,,,
P-176,,Av. Circunvalacion Oriente esq. El Arroyo,,-36.606481,-72.066096,,,,,
P-409,,Camino Parque Lantaño esq. Av. Nueva Poniente,,-36.591067,-72.122922,,,,,
P-457,,Cerro Torres del Paine esq. Los Picunches,,-36.61316,-72.074117,,,,,
P-481,,Constitución esq. Sargento Aldea,,-36.608732,-72.097538,,,,,
P-459,,Chacabuco esq. Alberto Hurtado,,-36.604319,-72.082456,,,,,
P-151,,Av. Bernardo O'Higgins esq. Av. El Tejar,,-36.618155,-72.118138,,,,,
P-417,,Cataluña esq. Lago Lanalhue,,-36.612506,-72.080122,,,,,
P-5,,18 De Septiembre esq. Colegio Concepcion De Chillan,,-36.603248,-72.10286,,,,,
P-862,,San Ignacio esq. Río Viejo,,-36.631167,-72.08837,,,,,
P-128,,Av. Baquedano esq. Entrada a Santuario,,-36.634507,-72.126056,,,,,
P-229,,Av. Libertad esq. 18 De Septiembre,,-36.605806,-72.104402,,,,,
P-441,,Cerro Negro esq. Cerro Apoquindo,,-36.615061,-72.077218,,,,,
P-771,,Orozimbo Barbosa esq. Cornelia Olivares,,-36.631147,-72.126992,,,,,
P-242,,Av. Libertador Bernardo O'Higgins esq. Los Jesuitas,,-36.614089,-72.112545,,,,,
P-511,,El Nevado esq. Atacalco,,-36.6068,-72.07826,,,,,
P-140,,Av. Bernardo O Higgins esq. Cabildo,,-36.622886,-72.128153,,,,,
P-206,,Av. Ecuador esq. Isabel Riquelme,,-36.600687,-72.097681,,,,,
P-513,,El Nevado esq. El Roble,,-36.607211,-72.076861,,,,,
P-9,,20 de Agosto esq. Domingo Ortiz,,-36.617031,-72.131108,,,,,
P-829,,Rosauro Acuña esq. Palermo,,-36.620943,-72.111979,,,,,
P-25,,Alcalde Flores Millan esq. Las Amapolas,,-36.593117,-72.089738,,,,,
P-214,,Av. Francia esq. Padre Alberto Hurtado,,-36.59747,-72.101706,,,,,
P-178,,Av. Coihueco esq. Blanco Encalada,,-36.607387,-72.087324,,,,,
P-17,,25 de Septiembre esq. La Higuera,,-36.630504,-72.121499,,,,,
P-437,,Cerro El León esq. Pje. Cerro Pirigallo,,-36.614049,-72.070205,,,,,
P-269,,Av. Mariscal Ruiz De Gamboa esq. Corregidor Alvarado,,-36.614328,-72.128173,,,,,
P-34,,Andrés Bello esq. León Cazenave,,-36.600908,-72.116078,,,,,
P-110,,Av. Argentina esq. Av. España,,-36.61415,-72.095032,,,,,
P-712,,Los Puelches esq. El Volcan,,-36.619492,-72.085807,,,,,
P-558,,Flores Millán esq. Pedro de Valdivia,,-36.593043,-72.089537,,,,,
P-367,,Camino A Las Mariposas esq. Km 3.2,,-36.633027,-72.027305,,,,,
P-902,,Zañartu esq. Aconcagua,,-36.605769,-72.127847,,,,,
P-722,,Luis Araneda esq. Juan Martínez,,-36.622524,-72.135652,,,,,
P-13,,20 de agosto esq. Tomás Yávar,,-36.624065,-72.132908,,,,,
P-159,,Av. Brasil esq. El Roble,,-36.606787,-72.112498,,,,,
P-768,,Nueva Sur esq. Pje. Mariano Latorre,,-36.630357,-72.097495,,,,,
P-193,,Av. Ecuador esq. Alcalde Flores Millán,,-36.601179,-72.094719,,,,,
P-478,,Constitución esq. Independencia,,-36.609104,-72.096001,,,,,
P-199,,Av. Ecuador esq. Av. O'Higgins,,-36.598156,-72.1069,,,,,
P-462,,Chacabuco esq. Av. La Concepción,,-36.602716,-72.08595,,,,,
P-82,,Av. Alonso De Ercilla esq. Ñuble,,-36.625664,-72.07649,,,,,
P-53,,Atacama esq. Antártica Chilena,,-36.605985,-72.125926,,,,,
P-419,,Central esq. Ámbar,,-36.633675,-72.083863,,,,,
P-618,,Jerusalén esq. Nazaret,,-36.63726,-72.089234,,,,,
P-793,,Pilcomayo esq. O'Brien,,-36.620705,-72.089125,,,,,
P-19,,5 de abril esq. Cocharcas,,-36.613752,-72.103403,,,,,
P-894,,Veintiuno de Mayo esq. Av. Antártica Chilena,,-36.609336,-72.144379,,,,,
P-237,,Av. Libertad Oriente esq. Cerro Almendrillo,,-36.610334,-72.072011,,,,,
P-461,,Chacabuco esq. Av. La Concepción,,-36.602749,-72.085634,,,,,
P-447,,Cerro Santa Lucía esq. Cerro Torres del Paine,,-36.616227,-72.074178,,,,,
P-706,,Los Mapuches esq. Los Llaretas,,-36.626242,-72.083207,,,,,
P-225,,Av. La Castilla esq. Tres Oriente,,-36.611726,-72.120452,,,,,
P-401,,Camino Las Mariposas esq. Pje. Zañartu,,-36.634009,-72.021591,,,,,
P-204,,Av. Ecuador esq. Francia,,-36.599249,-72.103525,,,,,
P-234,,Av. Libertad esq. Carrera,,-36.605388,-72.106124,,,,,
P-106,,Av. Antártica Chilena esq. P. Las Casas,,-36.608023,-72.134226,,,,,
P-252,,Av. Libertador O'Higgins esq. Easy,,-36.592977,-72.104287,,,,,
P-282,,Av. Nueva Oriente esq. Central Panificadores,,-36.614623,-72.075626,,,,,
P-180,,Av. Coihueco esq. Manuel Montt,,-36.606088,-72.085715,,,,,
P-281,,Av. Mariscal Ruíz esq. Pasaje 12,,-36.598625,-72.115716,,,,,
P-235,,Av. Libertad esq. Colegio La Purisima Concepcion,,-36.607732,-72.096518,,,,,
P-335,,Barros Arana esq. San Bartolomé,,-36.632851,-72.101372,,,,,
P-577,,Gamero esq. Sargento Aldea,,-36.603612,-72.096923,,,,,
P-671,,Longitudinal Sur esq. Casino Marina Del Sol,,-36.560729,-72.095048,,,,,
P-562,,Francisco Ramirez esq. Av. Coihueco,,-36.608645,-72.08835,,,,,
P-414,,Camino Parque Lantaño esq. Santa Rita,,-36.592596,-72.120201,,,,,
P-744,,Maipon esq. Mercado De Chillan,,-36.610446,-72.101482,,,,,
P-739,,Maipon esq. Arauco,,-36.610004,-72.103304,,,,,
P-555,,Flores Millán esq. Las Tranqueras,,-36.58376,-72.081631,,,,,
P-751,,Mariano Egana esq. Juan Martinez de Rosas,,-36.624036,-72.129668,,,,,
P-701,,Los Huilliches esq. Los Mapuches,,-36.628299,-72.083398,,,,,
P-304,,Av. Reino de Chile esq. Pje. Bueras,,-36.630629,-72.112307,,,,,
P-276,,Av. Mariscal Ruíz esq. Cardenal José María Caro,,-36.611114,-72.125615,,,,,
P-913,,Lenga esq. San Cristobal,,-36.589307,-72.110859,,,,,
P-163,,Av. Brasil esq. Maipón,,-36.608563,-72.113167,,,,,
P-529,,Enrique Torres esq. Bahamondes,,-36.590869,-72.115399,,,,,
P-869,,Seis Sur esq. Dos Oriente,,-36.627536,-72.098645,,,,,
P-899,,Yungay esq. Av. Argentina,,-36.602432,-72.090178,,,,,
P-339,,Belén esq. Betel,,-36.636905,-72.087736,,,,,
P-83,,Av. Alonso De Ercilla esq. Ñuble,,-36.625758,-72.077432,,,,,
P-489,,Corregidor Alvarado esq. Luis Arellano,,-36.612656,-72.131056,,,,,
P-465,,Chacabuco esq. Iquique,,-36.601711,-72.088352,,,,,
P-216,,Av. Francisco Ramirez esq. Av. Coihueco,,-36.608537,-72.087134,,,,,
P-95,,Av. Andrés Bello esq. Wessex School,,-36.592596,-72.070915,,,,,
P-227,,Av. La Castilla esq. Universidad Del Bio-Bio,,-36.611956,-72.119284,,,,,
P-501,,Diego de Almagro esq. Flores Millán,,-36.597022,-72.093582,,,,,
P-895,,Vera Suárez esq. Eduardo Parra,,-36.604435,-72.119016,,,,,
P-168,,Av. Chile esq. Echaurren,,-36.619083,-72.100439,,,,,
P-182,,Av. Coihueco esq. Punta Gruesa,,-36.605816,-72.084656,,,,,
P-512,,El Nevado esq. Cerro Leon,,-36.609354,-72.069183,,,,,
P-330,,Barros Arana esq. Los Boldos,,-36.626013,-72.099378,,,,,
P-29,,Alcántara esq. Barcelona,,-36.594392,-72.068864,,,,,
P-35,,Angel Custodio Oyarzun esq. Rodrigo De Quiroga,,-36.622194,-72.099247,,,,,
P-664,,Lincoyan esq. Caupolican,,-36.625874,-72.094806,,,,,
P-265,,Av. Los Puelches esq. Pasaje Sur,,-36.614256,-72.084167,,,,,
P-423,,Central esq. Tres Oriente,,-36.615665,-72.093148,,,,,
P-391,,Camino a San Bernardo esq. Cobquecura,,-36.607327,-72.072102,,,,,
P-878,,Simón Bolivar esq. Malleco,,-36.610333,-72.142386,,,,,
P-668,,Loma Blanca esq. Quinquehua,,-36.629329,-72.070687,,,,,
P-579,,General Cruz esq. Miraflores,,-36.603657,-72.087121,,,,,
P-43,,Ángol esq. Pueblo Seco,,-36.629947,-72.076985,,,,,
P-696,,Los Espinos esq. Los Espinos,,-36.627538,-72.10316,,,,,
P-774,,Pablo Neruda esq. Ruta 5,,-36.538102,-72.082538,,,,,
P-332,,Barros Arana esq. Nueva Sur,,-36.630586,-72.101,,,,,
P-920,,Camino Ñuble Alto esq. Camino San Luis,,-36.584673,-72.130176,,,,,
P-379,,Camino A Las Mariposas esq. Pje. Los Acacios,,-36.644179,-71.975721,,,,,
P-114,,Av. Argentina esq. Gamero,,-36.604691,-72.091741,,,,,
P-270,,Av. Mariscal Ruiz De Gamboa esq. Cuatro Sur,,-36.614964,-72.12907,,,,,
P-134,,Av. Baquedano esq. Pablo Neruda,,-36.638646,-72.13202,,,,,
P-402,,Camino Las Mariposas esq. San Bernardo,,-36.632565,-72.031309,,,,,
P-814,,Rio Viejo esq. Lincoyan,,-36.628714,-72.09485,,,,,
P-108,,Av. Antártica Chilena esq. Valparaíso,,-36.607228,-72.129244,,,,,
P-331,,Barros Arana esq. Nueva Sur,,-36.629177,-72.100877,,,,,
P-639,,Las Rosas esq. Av. Libertad Oriente,,-36.608359,-72.08156,,,,,
P-583,,Huambal esq. Av. Reino de Chile,,-36.630351,-72.107187,,,,,
P-853,,San Alberto esq. Santa Lucía,,-36.587301,-72.070335,,,,,
P-267,,Av. Mariscal Ruiz De Gamboa esq. Cardenal Caro,,-36.610968,-72.125764,,,,,
P-806,,Reino de Chile esq. Los Litres,,-36.631318,-72.123213,,,,,
P-396,,Camino Colonia esq. Río Itata,,-36.583551,-72.072526,,,,,
P-592,,Huambalí esq. Echaurren,,-36.617891,-72.104644,,,,,
P-48,,Arauco esq. Vega de Saldías,,-36.604125,-72.101623,,,,,
P-169,,Av. Chile esq. Echaurren,,-36.618576,-72.100362,,,,,
P-653,,Lautaro esq. Lincoyan,,-36.627433,-72.093965,,,,,
P-905,,Zañartu esq. Coquimbo,,-36.605919,-72.127985,,,,,
P-222,,Av. La Castilla esq. Liceo Martin Ruiz De Gamboa,,-36.612555,-72.11561,,,,,
P-403,,Camino Las Mariposas Km 2.5,,-36.631904,-72.034633,,,,,
P-652,,Lautaro esq. Leucoton,,-36.626956,-72.095217,,,,,
P-431,,Cerro Aracar esq. Av. Libertad Oriente,,-36.610939,-72.070797,,,,,
P-516,,El Nevado esq. Quinchamalí,,-36.606259,-72.080099,,,,,
P-59,,Av. Alonso De Ercilla esq. Barros Arana,,-36.623774,-72.097196,,,,,
P-679,,Lord Cochrane esq. Simón Bolívar,,-36.610333,-72.145414,,,,,
P-113,,Av. Argentina esq. Francisco Ramirez,,-36.608309,-72.092801,,,,,
P-49,,Arturo Prat esq. 18 De Septiembre,,-36.610787,-72.105982,,,,,
P-824,,Rosauro Acuña esq. Central,,-36.620969,-72.113933,,,,,
P-368,,Camino A Las Mariposas esq. Km 3.5,,-36.63375,-72.023106,,,,,
P-87,,Av. Alonso de Ercilla esq. Río Duqueco,,-36.626542,-72.065338,,,,,
P-616,,Jerusalén esq. Génesis,,-36.636598,-72.088904,,,,,
P-747,,Maipon esq. Santiago Aldea,,-36.609982,-72.097144,,,,,
P-45,,Ángol esq. San Nicolás,,-36.627013,-72.075988,,,,,
P-531,,Erasmo Escala esq. Conde del Maule,,-36.628074,-72.127616,,,,,
P-426,,Central Panificadores esq. Cataluña,,-36.613881,-72.078851,,,,,
P-831,,Rosauro Acuña esq. Pedro Aguirre Cerda,,-36.620571,-72.109233,,,,,
P-317,,Av. Vicente Mendez esq. Universidad De Concepcion,,-36.596087,-72.086941,,,,,
P-190,,Av. Collin esq. Sargento Aldea,,-36.616125,-72.101569,,,,,
P-119,,Av. Argentina esq. Maipón,,-36.612751,-72.094512,,,,,
P-796,,Pueblo Seco esq. Loma Blanca,,-36.631345,-72.07201,,,,,
P-781,,Parque Queulat esq. San Cristóbal,,-36.59172,-72.113164,,,,,
P-898,,Volcán Nahuelbuta esq. Los Andes,,-36.621823,-72.082799,,,,,
P-570,,Galvarino esq. Lautaro,,-36.626247,-72.096463,,,,,
P-273,,Av. Mariscal Ruiz De Gamboa esq. Los Corregidores,,-36.612964,-72.127015,,,,,
P-15,,21 De Mayo esq. Eduardo Parra Sandoval,,-36.605898,-72.117186,,,,,
P-549,,Flores Millán esq. Av. Portal del Libertador,,-36.585662,-72.083106,,,,,
P-418,,Central esq. 2 Oriente,,-36.615394,-72.093989,,,,,
P-170,,Av. Chile esq. Rodrigo de Quiroga,,-36.620507,-72.101114,,,,,
P-313,,Av. Vicente Mendéz esq. IP Virgnio Goméz,,-36.58902,-72.081805,,,,,
P-340,,Belén esq. Juan Bautista,,-36.63823,-72.088791,,,,,
P-600,,Independencia esq. Bulnes,,-36.605842,-72.095599,,,,,
P-651,,Las Termas esq. Volcán San Pablo,,-36.61923,-72.078105,,,,,
P-908,,Zañartu esq. Ñuble,,-36.607478,-72.138598,,,,,
P-138,,Av. Bernardo O Higgins esq. Cabildo,,-36.622863,-72.127634,,,,,
P-125,,Av. Baquedano esq. Cabildo,,-36.63779,-72.130689,,,,,
P-628,,Lago Lanalhue esq. Av. Santa Rufina,,-36.612904,-72.077837,,,,,
P-559,,Francia esq. Av. Ecuador,,-36.598514,-72.101696,,,,,
P-52,,Arturo Prat esq. Plaza La Victoria,,-36.609866,-72.109827,,,,,
P-859,,San Ignacio esq. Calle Sur,,-36.632588,-72.089282,,,,,
P-683,,Los Andes esq. Av. Nueva Oriente,,-36.623085,-72.078583,,,,,
P-897,,Volcán Nahuelbuta esq. El Volcán,,-36.620441,-72.082368,,,,,
P-573,,Gamero esq. 5 de abril,,-36.602948,-72.099639,,,,,
P-31,,Alcázar esq. La Escala,,-36.593909,-72.065595,,,,,
P-621,,Juan de Dios Olivares esq. Miraflores,,-36.604701,-72.087655,,,,,
P-387,,Camino A Las Mariposas esq. Villa Don Ambrosio,,-36.630174,-72.046249,,,,,
P-629,,LAgo Lanalhue esq. Cataluña,,-36.612481,-72.079363,,,,,
P-181,,Av. Coihueco esq. Museo Marta Colvin,,-36.599529,-72.076343,,,,,
P-14,,21 de mayo esq. Eduardo Parra,,-36.604853,-72.116934,,,,,
P-191,,Av. Dr. Sepúlveda esq. Santa Amelia,,-36.603921,-72.117348,,,,,
P-247,,Av. Libertador O'Higgins,,-36.618932,-72.119594,,,,,
P-425,,Central Panificadores esq. Av. Santa Rufina,,-36.613726,-72.079739,,,,,
P-292,,Av. Nueva Oriente esq. Piscinas,,-36.615074,-72.075931,,,,,
P-458,,Cerro Torres del Paine esq. Los Picunches,,-36.613002,-72.073905,,,,,
P-605,,Isabel Riquelme esq. Av. Collin,,-36.615115,-72.102399,,,,,
P-742,,Maipon esq. Claudio Arrau,,-36.608945,-72.107672,,,,,
P-188,,Av. Collin esq. Barros Arana,,-36.616929,-72.098247,,,,,
P-91,,Av. Andrés Bello esq. Camino a San Bernardo,,-36.60437,-72.080819,,,,,
P-903,,Zañartu esq. Bilbao,,-36.607179,-72.135944,,,,,
P-239,,Av. Libertador Bernardo O'Higgins esq. Av. Collin,,-36.614025,-72.112121,,,,,
P-782,,Paula Jaraquemada esq. Avenida Baquedano,,-36.63306,-72.127147,,,,,
P-434,,Cerro Constancia esq. Cerro Santa Lucía,,-36.6154,-72.073377,,,,,
P-436,,Cerro El León esq. Cerro Los Morros,,-36.611846,-72.069851,,,,,
P-563,,Francisco Ramirez esq. Cesfam Violeta Parra,,-36.608635,-72.08975,,,,,
P-602,,Independencia esq. Maipón,,-36.610995,-72.097522,,,,,
P-103,,Av. Antártica Chilena esq. Esc. República Portugal,,-36.606867,-72.12754,,,,,
P-638,,Las Margaritas esq. Los Avellanos,,-36.631328,-72.099744,,,,,
P-310,,Av. Vicente Mendez esq. Diego De Almagro,,-36.599404,-72.088869,,,,,
P-843,,Ruta N66 esq. Motel,,-36.612693,-72.201887,,,,,
P-690,,Los Cóndores esq. Cordillera,,-36.619162,-72.081487,,,,,
P-614,,Isabel Riquelme esq. Purén,,-36.613889,-72.101939,,,,,
P-765,,Nueva Sur esq. Los Espinos,,-36.62986,-72.103509,,,,,
P-564,,Francisco Ramirez esq. Hospital Clinico Herminda M.,,-36.608628,-72.091518,,,,,
P-794,,Prol. Uruguay esq. Zañartu,,-36.604592,-72.121228,,,,,
P-319,,Barcelona esq. Alcántara,,-36.591744,-72.068113,,,,,
P-296,,Av. Puente Ñuble esq. Las Camelias,,-36.543645,-72.086412,,,,,
P-263,,Av. Los Puelches esq. Esmeralda,,-36.620662,-72.086261,,,,,
P-553,,Flores Millán esq. La Espiga,,-36.589675,-72.086593,,,,,
P-887,,Terminal UN01,,-36.610083,-72.268332,,,,,
P-886,,Tarapacá esq. Zañartu,,-36.6059,-72.124468,,,,,
P-883,,Superintendente Luís Antini esq. Comandante Rivera,,-36.591956,-72.117644,,,,,
P-131,,Av. Baquedano esq. La Union,,-36.639114,-72.132925,,,,,
P-719,,Luis Araneda esq. Calle del Rosario,,-36.628582,-72.138151,,,,,
P-527,,Emmanuel esq. San Francisco De Asis,,-36.588132,-72.072822,,,,,
P-865,,Santa Blanca esq. Cabildo,,-36.614389,-72.121768,,,,,
P-115,,Av. Argentina esq. Juan De Dios Olivares,,-36.604654,-72.091431,,,,,
P-800,,Punta Gruesa esq. Av. Coihueco,,-36.605834,-72.083837,,,,,
P-37,,Angel Parra esq. Av. Bernardo O Higgins,,-36.622966,-72.130966,,,,,
P-661,,Libertad Oriente esq. Cerro Tronquitos,,-36.610626,-72.071009,,,,,
P-813,,Río Viejo esq. Leucotón,,-36.628131,-72.096,,,,,
P-727,,Luis Araneda esq. Tomás Yavar,,-36.623934,-72.136004,,,,,
P-101,,Av. Antártica Chilena esq. Colchagua,,-36.607621,-72.131699,,,,,
P-691,,Los Copihues esq. Albacete,,-36.626368,-72.108448,,,,,
P-261,,Av. Los Puelches esq. Cordillera,,-36.617215,-72.08527,,,,,
P-322,,Barros Arana esq. Almirante Riveros,,-36.621936,-72.096496,,,,,
P-487,,Cordillera esq. Palena,,-36.619036,-72.08314,,,,,
P-571,,Gamero esq. 18 De Septiembre,,-36.602343,-72.102123,,,,,
P-491,,Corregidor Alvarado esq. Siete Poniente,,-36.61505,-72.124344,,,,,
P-922,,San Cristobal esq. Pasaje Zeus,,-36.590806,-72.111883,,,,,
P-788,,Pedro Aguirre Cerda esq. Estadio Bicentenario,,-36.617537,-72.10869,,,,,
P-557,,Flores Millán esq. Paul Harris,,-36.590143,-72.087146,,,,,
P-408,,Camino Parque Lantaño esq. Av. Nueva Poniente,,-36.591392,-72.122535,,,,,
P-687,,Los Avellanos esq. Las Margaritas,,-36.630759,-72.098813,,,,,
P-699,,Los Huilliches esq. Diagonal Las Termas,,-36.628621,-72.085144,,,,,
P-904,,Zañartu esq. Colchagua,,-36.606775,-72.13337,,,,,
P-643,,Las Rosas esq. Las Lilas,,-36.607699,-72.081229,,,,,
P-378,,Camino A Las Mariposas esq. Pje. La Quinta,,-36.641214,-71.987729,,,,,
P-740,,Maipon esq. Av. Brasil,,-36.607809,-72.112356,,,,,
P-680,,Los Alerces esq. 25 de Septiembre,,-36.631195,-72.122484,,,,,
P-258,,Av. Los Puelches esq. Azapa,,-36.623382,-72.086946,,,,,
P-220,,Av. La Castilla esq. La Colonia,,-36.611046,-72.121913,,,,,
P-779,,Panamericana Sur esq. Puente Ñuble Norte,,-36.544792,-72.091151,,,,,
P-624,,La Colonia esq. Corregidor Alvarado,,-36.61565,-72.125996,,,,,
P-314,,Av. Vicente Mendez esq. Jose Vallejos,,-36.592925,-72.085311,,,,,
P-221,,Av. La Castilla esq. La Colonia,,-36.611183,-72.121369,,,,,
P-847,,Ruta N66 esq. Vibro Sur,,-36.610761,-72.166124,,,,,
P-799,,Punta Gruesa esq. Aníbal Pinto,,-36.605364,-72.0852,,,,,
P-634,,Las Lilas esq. Estero Las Toscas,,-36.606562,-72.082007,,,,,
P-129,,Av. Baquedano esq. Gabriela Mistral,,-36.640135,-72.134345,,,,,
P-440,,Cerro León esq. Pje. Cerro Las Tapias,,-36.610237,-72.069206,,,,,
P-485,,Cordillera esq. Los Coligues,,-36.619568,-72.080237,,,,,
P-646,,Las Rosas esq. Parque Queulat,,-36.592617,-72.111632,,,,,
P-873,,Sepúlveda Bustos esq. Frigorífico San José,,-36.609715,-72.159592,,,,,
P-884,,Superintendente Torres esq. Vicesuperintendente Baldini,,-36.591115,-72.114933,,,,,
P-786,,Pedro Aguirre Cerda esq. Av. Collin,,-36.615256,-72.107931,,,,,
P-250,,Av. Libertador O'Higgins esq. Cocharcas,,-36.61121,-72.110874,,,,,
P-569,,Galvarino esq. Lautaro,,-36.626738,-72.096872,,,,,
P-291,,Av. Nueva Oriente esq. Pallachata,,-36.622432,-72.078023,,,,,
P-483,,Cordillera esq. El Renegado,,-36.619142,-72.082216,,,,,
P-734,,Madrid esq. Pamplona,,-36.623712,-72.106264,,,,,
P-102,,Av. Antártica Chilena esq. Esc. República Portugal,,-36.606941,-72.127429,,,,,
P-858,,San Ignacio esq. Calle Sur,,-36.631816,-72.088889,,,,,
P-175,,Av. Circunvalación Oriente esq. Brisas Mediterráneas,,-36.607595,-72.066907,,,,,
P-449,,Cerro Torres Del Paine esq. Cerro Los Morros,,-36.611812,-72.073719,,,,,
P-730,,Luis Del Fierro esq. Reconquista,,-36.606217,-72.119348,,,,,
P-496,,Del Rosario esq. Solidaridad,,-36.629215,-72.136713,,,,,
P-463,,Chacabuco esq. Geronimo Michael,,-36.603822,-72.083284,,,,,
P-54,,Atacama esq. Av. Dr. Sepúlveda,,-36.605064,-72.126034,,,,,
P-299,,Av. Reino de Chile esq. 4 Poniente,,-36.630452,-72.10564,,,,,
P-132,,Av. Baquedano esq. Los Avellanos,,-36.630268,-72.125137,,,,,
P-370,,Camino A Las Mariposas esq. Km 7.3,,-36.642351,-71.98293,,,,,
P-51,,Arturo Prat esq. Carrera,,-36.610443,-72.107398,,,,,
P-508,,Eduardo Parra Sandoval esq. 21 De Mayo,,-36.605691,-72.116822,,,,,
P-384,,Camino A Las Mariposas esq. Torrente,,-36.630182,-72.046839,,,,,
P-715,,Los Puelches esq. Volcan Chillan,,-36.622104,-72.08657,,,,,
P-822,,Rodrigo Quiroga esq. Av. Chile,,-36.621243,-72.101245,,,,,
P-792,,Pilcomayo esq. La Candelaria,,-36.620656,-72.089595,,,,,
P-397,,Camino Colonia esq. San Carlos,,-36.584512,-72.073269,,,,,
P-88,,Av. Alonso de Ercilla esq. Río Polcura,,-36.626152,-72.067108,,,,,
P-33,,Andres Bello esq. Central,,-36.59976,-72.115904,,,,,
P-38,,Ángel Parra esq. Conde del Maule,,-36.627442,-72.132129,,,,,
P-556,,Flores Millán esq. Manuel Rodríguez,,-36.595887,-72.092006,,,,,
P-525,,El Volcán esq. Volcán Parinacota,,-36.620316,-72.080563,,,,,
P-868,,Seis Sur esq. Barros Arana,,-36.626909,-72.101032,,,,,
P-755,,Mariano Egaña esq. Tomás Yávar,,-36.625735,-72.130115,,,,,
P-187,,Av. Collin esq. Arauco,,-36.614996,-72.104886,,,,,
P-155,,Av. Brasil esq. Cocharcas,,-36.610917,-72.114055,,,,,
P-266,,Av. Los Puelches esq. Reloncaví,,-36.617011,-72.085093,,,,,
P-842,,Ruta N66 esq. Motel,,-36.61259,-72.201914,,,,,
P-336,,Barros Arana esq. Seis Sur,,-36.628097,-72.100304,,,,,
P-105,,Av. Antartica Chilena esq. Ñuble,,-36.608806,-72.1392,,,,,
P-337,,Barros Arana esq. Uno Sur,,-36.624346,-72.098276,,,,,
P-71,,Av. Alonso De Ercilla esq. Las Margaritas,,-36.625608,-72.079936,,,,,
P-861,,San Ignacio esq. Nahuel,,-36.633957,-72.090641,,,,,
P-685,,Los Andes esq. Volcán Antillanca,,-36.621885,-72.085448,,,,,
P-380,,Camino A Las Mariposas esq. Pje. Los Alerces,,-36.640968,-71.988229,,,,,
P-323,,Barros Arana esq. Almirante Riveros,,-36.620946,-72.095976,,,,,
P-852,,San Alberto esq. Acceso A Camino A Cato,,-36.585903,-72.074019,,,,,
P-126,,Av. Baquedano esq. Cabildo,,-36.637839,-72.130946,,,,,
