stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
P-789,,Pedro Aguirre Cerda esq. Estadio Municipal,,-36.61788,-72.108917,,,,,
P-85,,Av. Alonso de Ercilla esq. Pasaje El Sauce,,-36.628984,-72.053948,,,,,
P-421,,Central esq. Norte,,-36.615998,-72.089275,,,,,
P-257,,Av. Los Puelches esq. Av. Inglaterra,,-36.615788,-72.084773,,,,,
P-289,,Av. Nueva Oriente esq. Las Termas,,-36.61981,-72.077235,,,,,
P-473,,Constitucion esq. Arauco,,-36.607508,-72.102586,,,,,
P-721,,Luis Araneda esq. Conde del Maule,,-36.62601,-72.136547,,,,,
P-617,,Jerusalén esq. Juan Bautista,,-36.637697,-72.089663,,,,,
P-448,,Cerro Torres del Paine esq. Cerro Condell,,-36.611288,-72.073389,,,,,
P-334,,Barros Arana esq. Rodrigo de Quiroga,,-36.622911,-72.097365,,,,,
P-506,,Eduardo Ossandon esq. Alberto Orrego Luco,,-36.635223,-72.100704,,,,,
P-659,,Lautaro esq. Los Suaces,,-36.62882,-72.089116,,,,,
P-63,,Av. Alonso De Ercilla esq. Colo Colo,,-36.623889,-72.097061,,,,,
P-371,,Camino A Las Mariposas esq. Km 7.3,,-36.64222,-71.983062,,,,,
P-202,,Av. Ecuador esq. Esmeralda,,-36.601701,-72.092606,,,,,
P-57,,Av. Alonso De Ercilla esq. Av. Circunvalacion,,-36.625593,-72.070476,,,,,
P-400,,Camino Las Mariposas esq. Pje. Los Guindos,,-36.633377,-72.025685,,,,,
P-519,,El Roble esq. Yerbas Buenas,,-36.610522,-72.096035,,,,,
P-635,,Las Lilas esq. Las Rosas,,-36.606671,-72.081906,,,,,
P-849,,Ruta N66 esq. Villa Esperanza,,-36.611756,-72.172874,,,,,
P-670,,Longitudinal Sur esq. Arturo Matte,,-36.594929,-72.105004,,,,,
P-593,,Huambalí esq. Echaurren,,-36.618771,-72.105124,,,,,
P-361,,Camino A Las Mariposas esq. Calle Los Guindos,,-36.633471,-72.024603,,,,,
P-482,,Cordillera esq. Av. Los Puelches,,-36.618362,-72.084496,,,,,
P-438,,Cerro El León esq.- Pje. Cerro Pirigallo,,-36.613484,-72.070152,,,,,
P-376,,Camino A Las Mariposas esq. Nueva Ercilla,,-36.629632,-72.050597,,,,,
P-309,,Av. Vicente Mendéz esq. Colegio Concepción,,-36.59459,-72.086231,,,,,
P-28,,Alcántara esq. Alcázar,,-36.593064,-72.067987,,,,,
P-490,,Corregidor Alvarado esq. Seis Poniente,,-36.613282,-72.129627,,,,,
P-386,,Camino A Las Mariposas esq. U. Adventista De Chile,,-36.638538,-71.99723,,,,,
P-662,,Libertad Oriente esq. Pje. Cerro Tortola,,-36.61066,-72.070307,,,,,
P-278,,Av. Mariscal Ruíz esq. Fernando de Aragón,,-36.597695,-72.114843,,,,,
P-259,,Av. Los Puelches esq. Central Panificadores,,-36.612754,-72.083347,,,,,
P-666,,Loma Blanca esq. La Viñita,,-36.63013,-72.070815,,,,,
P-104,,Av. Antártica Chilena esq. Linares,,-36.608371,-72.136486,,,,,
P-648,,Las Termas esq. El Cobre,,-36.607766,-72.07459,,,,,
P-348,,Cabildo esq. Santa Blanca,,-36.6145,-72.121149,,,,,
P-389,,Camino a San Bernardo esq. Cerro El León,,-36.60836,-72.069027,,,,,
P-435,,Cerro El León esq. Cerro El Padre,,-36.614749,-72.07053,,,,,
P-805,,Real Audiencia esq. Luis Arellano,,-36.615465,-72.129909,,,,,
P-911,,Zañartu esq. Valparaíso,,-36.606329,-72.130583,,,,,
P-667,,Loma Blanca esq. Las Quilas,,-36.627248,-72.070064,,,,,
P-514,,El Nevado esq. Maipú,,-36.607318,-72.076825,,,,,
P-833,,Ruta 5 Sur esq. Libertad,,-36.537913,-72.083574,,,,,
P-660,,Libertad Oriente esq. Cerro Torres Del Paine,,-36.61032,-72.072592,,,,,
P-94,,Av. Andrés Bello esq. UBB,,-36.602139,-72.07822,,,,,
P-50,,Arturo Prat esq. 5 De Abril,,-36.611366,-72.103605,,,,,
P-298,,Av. Quinta Agrícola esq. Camino Colonia,,-36.582457,-72.072963,,,,,
P-67,,Av. Alonso de Ercilla esq. Galvarino,,-36.624265,-72.094331,,,,,
P-318,,Av. Vicente Mendez esq. Universidad De Concepcion,,-36.596247,-72.087152,,,,,
P-469,,Conde del Maule esq. Las Canoas,,-36.629399,-72.119411,,,,,
P-347,,Bulnes esq. Yerbas Buenas,,-36.606802,-72.094499,,,,,
P-27,,Alcalde Francisco Arrau esq. Bombero Lagos,,-36.618095,-72.114297,,,,,
P-90,,Av. Alonso De Ercilla esq. Sydney College,,-36.625656,-72.077943,,,,,
P-324,,Barros Arana esq. Barros Arana,,-36.62043,-72.09559,,,,,
P-226,,Av. La Castilla esq. Tres Poniente,,-36.610258,-72.123365,,,,,
P-896,,Vicuña Mackenna esq. Esmeralda,,-36.619531,-72.091318,,,,,
P-749,,Manuel Rodriguez esq. Padre Alberto Hurtado,,-36.592469,-72.096578,,,,,
P-160,,Av. Brasil esq. Gamero,,-36.60001,-72.1104,,,,,
P-466,,Conde del Maule,,-36.627509,-72.130006,,,,,
P-328,,Barros Arana esq. Las Margaritas,,-36.631026,-72.101164,,,,,
P-502,,Diego de Almagro esq. Francia,,-36.594,-72.100664,,,,,
P-183,,Av. Coihueco esq. Punta Gruesa,,-36.605245,-72.083315,,,,,
P-709,,Los Pidenes esq. Las Canoas,,-36.628593,-72.117537,,,,,
P-203,,Av. Ecuador esq. Fermin Vivaceta,,-36.600342,-72.098112,,,,,
P-925,,Las Rosas esq. Parque Puyehue,,-36.591753,-72.111107,,,,,
P-1,,11 Oriente esq. Dos Norte,,-36.61398,-72.088586,,,,,
P-61,,Av. Alonso De Ercilla esq. Colegio Ciudad Educativa,,-36.628217,-72.057394,,,,,
P-111,,Av. Argentina esq. Blanco Encalada,,-36.605826,-72.091871,,,,,
P-772,,Orozimbo Barboza esq. 25 de Septiembre,,-36.628787,-72.12638,,,,,
P-809,,Río Chillán esq. Topacio,,-36.632856,-72.082689,,,,,
P-47,,Arauco esq. Av. Libertad,,-36.605667,-72.10219,,,,,
P-254,,Av. Libertador O'Higgins esq. Purén,,-36.611797,-72.111206,,,,,
P-393,,Camino A San Bernardo esq. San Bernardo,,-36.606882,-72.073565,,,,,
P-366,,Camino A Las Mariposas esq. Km 3,,-36.632557,-72.030955,,,,,
P-23,,Agustín de Eyzaguirre esq. Demetrio O'Higgins,,-36.627692,-72.110896,,,,,
P-382,,Camino A Las Mariposas esq. Pje. San Nicolás,,-36.634046,-72.020471,,,,,
P-854,,San Bartolomé esq. Diamante,,-36.635195,-72.089793,,,,,
P-644,,Las Rosas esq. Las Lilas,,-36.607,-72.081051,,,,,
L14,,Terminal L14,,-36.61157,-72.058137,,,,,
P-641,,Las Rosas esq. Calle Arboleda,,-36.593787,-72.112314,,,,,
P-433,,Cerro Constancia esq. Cerro Posada,,-36.611789,-72.072134,,,,,
P-860,,San Ignacio esq. Magnetita,,-36.633017,-72.089797,,,,,
P-346,,Bulnes esq. Sargento Aldea,,-36.606215,-72.096881,,,,,
P-177,,Av. Circunvalación Oriente esq. El Arroyo,,-36.605887,-72.066207,,,,,
P-344,,Bueras esq. Diego de Almagro,,-36.595177,-72.094662,,,,,
P-763,,Nueva Sur esq. Barros Arana,,-36.629944,-72.101509,,,,,
P-718,,Luis Araneda esq. Calle Cornelio Olivares,,-36.62969,-72.138645,,,,,
P-316,,Av. Vicente Mendez esq. Universidad De Concepcion,,-36.594885,-72.086275,,,,,
P-121,,Av. Argentina esq. Poblacion Iansa,,-36.610267,-72.093574,,,,,
P-98,,Av. Antartica Chilena esq. Av. Mariscal Ruiz De G.,,-36.606143,-72.122396,,,,,
P-678,,Longitudinal Sur esq. Universidad Pedro De Valdivia,,-36.568549,-72.097483,,,,,
P-921,,Camino Parque Lantaño esq. Km 2,,-36.589077,-72.127138,,,,,
P-807,,Reloncaví esq. Palena,,-36.616992,-72.08261,,,,,
P-153,,Av. Brasil esq. Av. Libertad,,-36.603405,-72.111666,,,,,
P-866,,Santa Catalina de Ricci esq. San Francisco Coll,,-36.604483,-72.064557,,,,,
P-240,,Av. Libertador Bernardo O'Higgins esq. Bombero Lagos,,-36.616754,-72.116038,,,,,
P-688,,Los Avellanos esq. Los Litres,,-36.631688,-72.124483,,,,,
P-791,,Pilcomayo esq. Chañarcillo,,-36.621784,-72.087445,,,,,
P-576,,Gamero esq. Isabel Riquelme,,-36.603423,-72.097317,,,,,
P-162,,Av. Brasil esq. Itata,,-36.598769,-72.109936,,,,,
P-815,,Rio Viejo esq. Los Araucanos,,-36.630035,-72.092648,,,,,
P-297,,Av. Puente Ñuble esq. Posta,,-36.54196,-72.084663,,,,,
P-290,,Av. Nueva Oriente esq. Los Andes,,-36.622846,-72.078264,,,,,
P-692,,Los Copihues esq. La Trilla,,-36.626299,-72.108974,,,,,
L3,,Terminal L3,,-36.640375,-72.134728,,,,,
P-241,,Av. Libertador Bernardo O'Higgins esq. Gazmuri,,-36.616876,-72.116528,,,,,
P-864,,Santa Amelia esq. Santa Rosa,,-36.602611,-72.118221,,,,,
P-277,,Av. Mariscal Ruíz esq. Fernando de Aragón,,-36.597445,-72.114777,,,,,
P-587,,Huambalí esq. Av. Collin,,-36.6161,-72.103665,,,,,
P-565,,Fray Domingo de Guzmán esq. Fray Juan Macías,,-36.605908,-72.063132,,,,,
P-22,,Constitución esq. Isabel Riquelme,,-36.608403,-72.098903,,,,,
P-224,,Av. La Castilla esq. Siete Oriente,,-36.612209,-72.118056,,,,,
P-404,,Camino Las Mariposas km 4.5,,-36.634852,-72.012117,,,,,
P-705,,Los Mapuches esq. Los Huilliches,,-36.627756,-72.08321,,,,,
P-545,,Estero Lluanco esq. Av. Las Torres,,-36.626718,-72.064111,,,,,
P-212,,Av. España esq. 7 Oriente,,-36.614803,-72.090972,,,,,
P-315,,Av. Vicente Mendez esq. Jumbo,,-36.590841,-72.083875,,,,,
P-760,,Monterrico esq. Volcan Licancabur,,-36.62322,-72.080443,,,,,
P-210,,Av. El Tejar esq. Escuela,,-36.617789,-72.12017,,,,,
P-18,,5 De Abril esq. Arturo Prat,,-36.611853,-72.102685,,,,,
P-201,,Av. Ecuador esq. Ecuador Int,,-36.602037,-72.091259,,,,,
P-750,,Marchant esq. Serrano,,-36.619535,-72.133612,,,,,
P-312,,Av. Vicente Mendez esq. Express Lider,,-36.591108,-72.08431,,,,,
P-197,,Av. Ecuador esq. Av. Francia,,-36.599721,-72.100605,,,,,
P-73,,Av. Alonso de Ercilla esq. Loma Blanca,,-36.625744,-72.068955,,,,,
P-923,,Lenga esq. Las Rosas,,-36.589715,-72.110042,,,,,
P-329,,Barros Arana esq. Los Alerces,,-36.627686,-72.100213,,,,,
